Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,60.04999923706055,60.5,59.5625,60.162498474121094,58.59616470336914,32720
2019-01-02,61.275001525878906,62.48749923706055,60.73749923706055,62.025001525878906,60.410179138183594,262080
2019-01-03,62.099998474121094,62.20000076293945,60.5,60.787498474121094,59.20489501953125,86980
2019-01-04,61.037498474121094,61.150001525878906,59.04999923706055,59.45000076293945,57.9022216796875,115500
2019-01-07,59.75,60.462501525878906,58.775001525878906,59.13750076293945,57.59785842895508,134880
2019-01-08,59.375,59.6875,58.25,58.95000076293945,57.41523742675781,172248
2019-01-09,59.087501525878906,59.349998474121094,57.5,58.1875,56.67258834838867,121176
2019-01-10,58.1875,58.1875,56.650001525878906,57.125,55.63774871826172,150512
2019-01-11,58.75,58.974998474121094,51.087501525878906,55.32500076293945,53.884613037109375,1430296
2019-01-14,55.224998474121094,55.63750076293945,54.162498474121094,54.587501525878906,53.16631317138672,112460
2019-01-15,54.5,55.625,54.48749923706055,54.86249923706055,53.43415451049805,61484
2019-01-16,55.275001525878906,55.837501525878906,53.837501525878906,54.474998474121094,53.056739807128906,176356
2019-01-17,54.75,56.0,53.75,55.67499923706055,54.22549819946289,179740
2019-01-18,55.98749923706055,56.0,54.01250076293945,54.400001525878906,52.98369598388672,96772
2019-01-21,54.0,55.23749923706055,53.712501525878906,54.95000076293945,53.519371032714844,104800
2019-01-22,54.76250076293945,54.787498474121094,53.775001525878906,54.037498474121094,52.63063049316406,59768
2019-01-23,54.375,54.525001525878906,52.537498474121094,53.07500076293945,51.69319152832031,110156
2019-01-24,52.32500076293945,54.25,52.32500076293945,53.849998474121094,52.4480094909668,93836
2019-01-25,53.849998474121094,54.5,51.375,52.17499923706055,50.816619873046875,109728
2019-01-28,52.0,52.0,49.25,50.07500076293945,48.771297454833984,198732
2019-01-29,49.54999923706055,50.287498474121094,48.962501525878906,49.150001525878906,47.87038040161133,73136
2019-01-30,49.73749923706055,52.20000076293945,48.712501525878906,51.212501525878906,49.87918472290039,105820
2019-01-31,51.962501525878906,52.38750076293945,50.75,52.150001525878906,50.792274475097656,215256
2019-02-01,52.48749923706055,53.98749923706055,51.537498474121094,53.375,51.985382080078125,130012
2019-02-04,54.0,58.724998474121094,53.900001525878906,57.5625,56.06385803222656,737192
2019-02-05,57.45000076293945,58.75,55.75,58.5,56.97694778442383,303328
2019-02-06,59.224998474121094,61.75,57.48749923706055,59.775001525878906,58.2187614440918,298724
2019-02-07,60.45000076293945,61.125,57.75,58.1875,56.67258834838867,156692
2019-02-08,57.125,58.48749923706055,56.375,57.73749923706055,56.23430633544922,133744
2019-02-11,57.875,59.17499923706055,56.0,56.212501525878906,54.74900817871094,114644
2019-02-12,56.38750076293945,56.974998474121094,54.61249923706055,54.70000076293945,53.275882720947266,60168
2019-02-14,53.92499923706055,54.92499923706055,51.587501525878906,52.38750076293945,51.02359390258789,119796
2019-02-15,52.38750076293945,53.287498474121094,51.375,52.025001525878906,50.6705322265625,94300
2019-02-18,52.212501525878906,52.537498474121094,50.037498474121094,50.45000076293945,49.13653564453125,49572
2019-02-19,51.125,53.04999923706055,50.25,51.5,50.159202575683594,145928
2019-02-20,52.73749923706055,53.25,51.38750076293945,52.95000076293945,51.57144546508789,96944
2019-02-21,52.95000076293945,54.0,52.75,53.599998474121094,52.20451736450195,79128
2019-02-22,53.63750076293945,54.525001525878906,53.5,54.11249923706055,52.70368194580078,75212
2019-02-25,54.25,55.5,53.25,53.73749923706055,52.338443756103516,137392
2019-02-26,53.275001525878906,55.0,52.5,53.787498474121094,52.38714599609375,108520
2019-02-27,55.0,56.087501525878906,53.04999923706055,54.11249923706055,52.70368194580078,203676
2019-02-28,54.45000076293945,54.599998474121094,53.400001525878906,53.95000076293945,52.54541015625,104164
2019-03-01,54.537498474121094,56.23749923706055,53.75,55.95000076293945,54.493343353271484,207232
2019-03-05,55.75,58.962501525878906,55.75,58.20000076293945,56.68476104736328,235100
2019-03-06,60.212501525878906,61.25,56.29999923706055,56.88750076293945,55.406436920166016,453228
2019-03-07,56.0,57.26250076293945,55.0,55.337501525878906,53.896793365478516,151588
2019-03-08,55.25,55.5,54.0,54.9375,53.507198333740234,99732
2019-03-11,54.98749923706055,57.25,54.837501525878906,55.974998474121094,54.517696380615234,147148
2019-03-12,57.25,57.92499923706055,56.6875,57.61249923706055,56.1125602722168,295432
2019-03-13,57.5,58.025001525878906,56.25,57.275001525878906,55.783843994140625,175800
2019-03-14,57.01250076293945,57.25,55.962501525878906,56.625,55.1507682800293,90480
2019-03-15,56.75,56.75,55.70000076293945,55.787498474121094,54.33506774902344,138528
2019-03-18,55.86249923706055,56.61249923706055,55.25,56.11249923706055,54.651611328125,592928
2019-03-19,56.23749923706055,56.36249923706055,55.587501525878906,56.125,54.663787841796875,382540
2019-03-20,56.125,56.125,54.88750076293945,55.037498474121094,53.60459899902344,308588
2019-03-22,55.462501525878906,55.5,53.86249923706055,54.287498474121094,52.87411880493164,460800
2019-03-25,54.287498474121094,54.57500076293945,53.54999923706055,54.037498474121094,52.63063049316406,114668
2019-03-26,55.0,55.162498474121094,53.900001525878906,54.48749923706055,53.06891632080078,111964
2019-03-27,54.86249923706055,55.25,54.5,55.0,53.568077087402344,723980
2019-03-28,55.224998474121094,56.45000076293945,54.25,54.412498474121094,52.99586868286133,262392
2019-04-01,55.224998474121094,55.5,55.0,55.29999923706055,53.860260009765625,57968
2019-04-02,55.474998474121094,56.0,54.474998474121094,55.13750076293945,53.701995849609375,198600
2019-04-03,56.150001525878906,56.150001525878906,55.0,55.04999923706055,53.61677551269531,197776
2019-04-04,56.087501525878906,56.087501525878906,54.3125,55.287498474121094,53.84809112548828,104604
2019-04-05,55.462501525878906,55.587501525878906,55.0,55.037498474121094,53.60459899902344,56624
2019-04-08,55.025001525878906,55.32500076293945,54.51250076293945,55.20000076293945,53.762874603271484,51456
2019-04-09,55.0625,55.625,53.837501525878906,54.5,53.081092834472656,182356
2019-04-10,54.349998474121094,54.375,53.5,53.82500076293945,52.42367172241211,103872
2019-04-11,54.650001525878906,54.6875,53.82500076293945,54.150001525878906,52.74020767211914,48952
2019-04-12,54.75,54.75,53.5,54.037498474121094,52.63063049316406,64560
2019-04-15,54.75,54.75,53.900001525878906,54.162498474121094,52.75238037109375,79940
2019-04-16,54.23749923706055,55.25,53.76250076293945,54.82500076293945,53.39762878417969,246404
2019-04-18,55.25,55.42499923706055,53.75,53.86249923706055,52.46018981933594,103820
2019-04-22,54.42499923706055,54.42499923706055,52.32500076293945,53.36249923706055,51.97320556640625,92004
2019-04-23,53.67499923706055,53.875,52.75,53.0,51.620147705078125,27388
2019-04-24,52.51250076293945,53.462501525878906,52.3125,52.587501525878906,51.2183837890625,209748
2019-04-25,53.01250076293945,54.5,52.57500076293945,53.125,51.74189376831055,79996
2019-04-26,54.125,54.25,52.75,53.787498474121094,52.38714599609375,102496
2019-04-30,53.787498474121094,54.0,52.25,52.54999923706055,51.18185806274414,99472
2019-05-02,53.25,53.25,51.5,52.025001525878906,50.6705322265625,110276
2019-05-03,51.51250076293945,53.337501525878906,51.5,52.51250076293945,51.14533615112305,105028
2019-05-06,53.0,53.0,49.25,50.86249923706055,49.538291931152344,126744
2019-05-07,51.25,51.5,50.025001525878906,50.337501525878906,49.02696228027344,53016
2019-05-08,50.07500076293945,50.462501525878906,48.5,48.587501525878906,47.3225212097168,110744
2019-05-09,49.462501525878906,49.462501525878906,45.29999923706055,45.462501525878906,44.27888488769531,361608
2019-05-10,45.412498474121094,48.0,45.400001525878906,47.6875,46.44595718383789,215032
2019-05-13,48.125,49.0,47.0,47.51250076293945,46.2755126953125,232948
2019-05-14,48.224998474121094,49.67499923706055,46.412498474121094,46.650001525878906,45.43547058105469,154884
2019-05-15,47.0,48.0,46.32500076293945,47.462501525878906,46.22682189941406,70284
2019-05-16,47.662498474121094,48.25,46.82500076293945,47.5,46.263336181640625,33872
2019-05-17,47.51250076293945,49.224998474121094,46.087501525878906,49.0,47.72428512573242,221212
2019-05-20,50.125,51.13750076293945,49.5,50.625,49.306976318359375,104472
2019-05-21,50.63750076293945,50.849998474121094,49.0,49.349998474121094,48.0651741027832,65796
2019-05-22,49.837501525878906,50.087501525878906,49.0,49.599998474121094,48.30866622924805,86532
2019-05-23,50.625,50.76250076293945,48.599998474121094,49.8125,48.515625,231072
2019-05-24,49.974998474121094,52.875,49.25,51.912498474121094,50.56095886230469,140436
2019-05-27,50.75,51.25,48.95000076293945,49.087501525878906,47.80950927734375,336392
2019-05-28,49.70000076293945,50.75,49.29999923706055,50.662498474121094,49.343502044677734,143164
2019-05-29,50.4375,50.6875,49.8125,50.04999923706055,48.74694061279297,77640
2019-05-30,50.462501525878906,50.474998474121094,49.01250076293945,50.025001525878906,48.72260284423828,275580
2019-05-31,50.5625,50.875,49.0,50.525001525878906,49.2095832824707,148020
2019-06-03,50.75,50.75,49.25,50.125,48.81999588012695,191920
2019-06-04,49.82500076293945,50.4375,49.537498474121094,50.0,48.69824981689453,300668
2019-06-06,50.0,50.3125,49.525001525878906,50.17499923706055,48.86869430541992,93784
2019-06-07,50.17499923706055,50.17499923706055,49.037498474121094,49.45000076293945,48.16257095336914,62112
